views,link_name,link,publ_time,topic
2083,Акимат Актобе украшает фасады домов вместо строительства водостоков и арыков,https://informburo.kz/novosti/akimat-aktobe-ukrasaet-fasady-domov-vmesto-stroitelstva-vodostokov-i-arykov,"8 февраля 2023, 10:35",#видео
509,Вторая группа казахстанских спасателей вылетит в Турцию,https://informburo.kz/novosti/vtoraya-gruppa-kazaxstanskix-spasatelei-vyletit-v-turciyu,"8 февраля 2023, 10:21",#фото
268,"Лук за месяц подорожал на 22,5%",https://informburo.kz/novosti/luk-za-mesyac-podorozal-na-225,"8 февраля 2023, 09:46",#цифра
389,Казахстанская теннисистка Юлия Путинцева на турнире в Абу-Даби обыграла чемпионку US Open 2019,https://informburo.kz/novosti/kazaxstanskaya-tennisistka-yuliya-putinceva-na-turnire-v-abu-dabi-obygrala-cempionku-us-open-2019,"8 февраля 2023, 09:14",#кстати
1655,Казахстан выделит 1 миллион долларов в качестве экстренной помощи Турции,https://informburo.kz/novosti/kazaxstan-vydelit-1-million-dollarov-v-kacestve-ekstrennoi-pomoshhi-turcii,"8 февраля 2023, 09:09",#официально
340,В Казахстане за сутки зарегистрировали 78 случаев заражения коронавирусом,https://informburo.kz/novosti/v-kazaxstane-za-sutki-zaregistrirovali-78-slucaev-zarazeniya-koronavirusom,"8 февраля 2023, 09:02",#цифра
1497,США снимут санкции с казахстанского Bereke Bank,https://informburo.kz/novosti/ssha-snimut-sankcii-s-kazahstanskogo-bereke-bank,"8 февраля 2023, 08:50",#официально
6418,Что происходит в Украине. Главное к утру 8 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-k-utru-8-fevralya,"8 февраля 2023, 08:18",#неонас
55526,Подземную авиабазу для истребителей и бомбардировщиков построили в Иране,https://informburo.kz/novosti/podzemnuyu-aviabazu-dlya-istrebitelei-i-bombardirovshhikov-postroili-v-irane,"8 февраля 2023, 04:30",#неонас
11418,Землетрясение в Турции: в Астане приземлился спецборт с гражданами РК,https://informburo.kz/novosti/zemletryasenie-v-turcii-v-astane-prizemlilsya-specbort-s-grazdanami-rk,"8 февраля 2023, 00:09",#официально
630,Метель на западе Казахстана. 80 автомобилей попали в снежный занос,https://informburo.kz/novosti/metel-na-zapade-kazaxstana-80-avtomobilei-popali-v-sneznyi-zanos,"7 февраля 2023, 23:10",#назаметку
493,В Алматы до конца февраля обещают почистить все арыки,https://informburo.kz/novosti/v-almaty-do-konca-fevralya-obeshhayut-pocistit-vse-aryki,"7 февраля 2023, 22:29",#кстати
497,В Экибастузе проведут капитальный ремонт системы теплоснабжения,https://informburo.kz/novosti/v-ekibastuze-provedut-kapitalnyi-remont-sistemy-teplosnabzeniya,"7 февраля 2023, 21:38",#официально
830,Спасатели МЧС Казахстана приступили к поисковым работам в Турции,https://informburo.kz/novosti/spasateli-mcs-kazaxstana-pristupili-k-poiskovym-rabotam-v-turcii,"7 февраля 2023, 21:15",#видео
598,"Прогноз погоды на 8 февраля: гололёд, низовая метель ожидаются на западе Казахстана",https://informburo.kz/novosti/prognoz-pogody-na-8-fevralya-gololyod-nizovaya-metel-ozhidayutsya-na-zapade-kazahstana,"7 февраля 2023, 21:00",#назаметку
1886,Двое детей и их мать погибли в аварии на трассе в Костанайской области,https://informburo.kz/novosti/dvoe-detej-i-ih-mat-pogibli-v-avarii-na-trasse-v-kostanajskoj-oblasti,"7 февраля 2023, 20:50",#официально
1431,Что происходит в Украине. Главное за день 7 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-za-den-7-fevralya,"7 февраля 2023, 20:20",#неонас
976,"Активист из Тараза организовал поджог своего автомобиля, чтобы обвинить госслужащего",https://informburo.kz/novosti/aktivist-iz-taraza-organizoval-podzhog-svoego-avtomobilya-chtoby-obvinit-gossluzhashego,"7 февраля 2023, 20:04",#официально
534,Смертельное ДТП с автобусами в Алматы: дело передали в суд,https://informburo.kz/novosti/smertelnoe-dtp-s-avtobusami-v-almaty-delo-peredali-v-sud,"7 февраля 2023, 19:15",#официально
497,Съёмки кино на улицах Алматы: процесс завершится через два дня,https://informburo.kz/novosti/syomki-kino-na-ulicax-almaty-process-zaversitsya-cerez-dva-dnya,"7 февраля 2023, 19:12",#кстати
2529,"""Люди спят в кафе, там безопаснее"". Казахстанец стал очевидцем землетрясения в Турции",https://informburo.kz/novosti/lyudi-spyat-v-kafe-tam-bezopasnee-kazaxstanec-stal-ocevidcem-zemletryaseniya-v-turcii,"7 февраля 2023, 19:07",#видео
7541,Резиденции президента в нескольких городах Казахстана передадут для нужд детей,https://informburo.kz/novosti/rezidencii-prezidenta-v-neskolkix-gorodax-kazaxstana-peredadut-dlya-nuzd-detei,"7 февраля 2023, 18:42",#официально
556,В МИД призвали казахстанцев не ехать в Турцию на поиски своих близких,https://informburo.kz/novosti/v-mid-prizvali-kazaxstancev-ne-exat-v-turciyu-na-poiski-svoix-blizkix,"7 февраля 2023, 18:09",#официально
8417,Казахстанец сообщил о пропаже своего брата и его коллег после землетрясения в Турции,https://informburo.kz/novosti/kazaxstanec-soobshhil-o-propaze-svoego-brata-i-ego-kolleg-posle-zemletryaseniya-v-turcii,"7 февраля 2023, 15:42",#фото
208,Водители жалуются на отсутствие газа на заправках в Уральске,https://informburo.kz/novosti/voditeli-zaluyutsya-na-otsutstvie-gaza-na-zapravkax-v-uralske,"7 февраля 2023, 15:29",#кстати
20591,Какие здания в Алматы с наибольшей вероятностью могут выдержать землетрясение,https://informburo.kz/novosti/kakie-zdaniya-v-almaty-s-naibolsei-veroyatnostyu-mogut-vyderzat-zemletryasenie,"7 февраля 2023, 15:09",#назаметку
512,"Бывшие рестораны McDonald's продолжают использовать российские продукты, но обещают перейти на местные",https://informburo.kz/novosti/byvsie-restorany-mcdonalds-prodolzayut-ispolzovat-rossiiskie-produkty-no-obeshhayut-pereiti-na-mestnye,"7 февраля 2023, 14:26",#прямаяречь
357,В Атырауской области школьников и студентов колледжей перевели на дистанционку из-за метели,https://informburo.kz/novosti/v-atyrauskoi-oblasti-skolnikov-i-studentov-kolledzei-pereveli-na-distancionku-iz-za-meteli,"7 февраля 2023, 13:56",#назаметку
505,Глава Минсельхоза: Ситуация с ценами на лук будет стабилизироваться,https://informburo.kz/novosti/glava-minselxoza-situaciya-s-cenami-na-luk-budet-stabilizirovatsya,"7 февраля 2023, 13:48",#официально
388,Ещё одна турецкая компания инвестирует в строительство сахарного завода в Казахстане,https://informburo.kz/novosti/eshhyo-odna-tureckaya-kompaniya-investiruet-v-stroitelstvo-saxarnogo-zavoda-v-kazaxstane,"7 февраля 2023, 13:37",#официально
419,"""Этот чат-бот – разумный!"" Google представила своего конкурента искусственному интеллекту ChatGPT",https://informburo.kz/novosti/etot-cat-bot-razumnyi-google-predstavila-svoego-konkurenta-iskusstvennomu-intellektu-chatgpt,"7 февраля 2023, 13:25",#кстати
734,"На Красной площади задержали мужчину, который хотел украсть тело Ленина из мавзолея",https://informburo.kz/novosti/na-krasnoi-ploshhadi-zaderzali-muzcinu-kotoryi-xotel-ukrast-telo-lenina-iz-mavzoleya,"7 февраля 2023, 13:20",#неонас
21760,Экс-министр просвещения Асхат Аймагамбетов стал преподавателем КазГЮУ имени Нарикбаева,https://informburo.kz/novosti/eks-ministr-prosveshheniya-asxat-aimagambetov-stal-prepodavatelem-kazgyuu-imeni-narikbaeva,"7 февраля 2023, 13:15",#официально
835,Казахстанские спасатели отправились ликвидировать последствия землетрясения в Турции,https://informburo.kz/novosti/kazaxstanskie-spasateli-otpravilis-likvidirovat-posledstviya-zemletryaseniya-v-turcii,"7 февраля 2023, 10:22",#фото
268,Роспотребнадзор попросили проверить законность удержания средств за возврат товаров в Wildberries,https://informburo.kz/novosti/rospotrebnadzor-poprosili-proverit-zakonnost-uderzaniya-sredstv-za-vozvrat-tovarov-v-wildberries,"7 февраля 2023, 10:17",#кстати
438,Майнеров обяжут лицензироваться: Токаев подписал закон о цифровых активах,https://informburo.kz/novosti/mainerov-obyazut-licenzirovatsya-tokaev-podpisal-zakon-o-cifrovyx-aktivax,"6 февраля 2023, 18:12",#официально
377,В терминале внутренних рейсов столичного аэропорта начался ремонт,https://informburo.kz/novosti/v-terminale-vnutrennix-reisov-stolicnogo-aeroporta-nacalsya-remont,"6 февраля 2023, 17:43",#назаметку
499,Казахстанцам вернули 7 млн тенге за навязанные им массажные накидки,https://informburo.kz/novosti/kazaxstancam-vernuli-7-mln-tenge-za-navyazannye-im-massaznye-nakidki,"6 февраля 2023, 17:38",#цифра
721,В урочище Кимасар установили КПП. Проезд к Бутаковскому ущелью стал платным,https://informburo.kz/novosti/v-urochishe-kimasar-ustanovili-kpp-proezd-k-butakovskomu-ushelyu-stal-platnym,"6 февраля 2023, 17:33",#назаметку
1862,Житель Астаны забыл в поезде 7 млн тенге,https://informburo.kz/novosti/zitel-astany-zabyl-v-poezde-7-mln-tenge,"6 февраля 2023, 13:08",#цифра
1217,В Фонд медстрахования поступило 24 тысячи жалоб за год. Чем недовольны казахстанцы,https://informburo.kz/novosti/v-fond-medstraxovaniya-postupilo-24-tysyaci-zalob-za-god-cem-nedovolny-kazaxstancy,"6 февраля 2023, 13:03",#цифра
302,Казахстан улучшил позиции в мировом рейтинге по уровню преступности,https://informburo.kz/novosti/kazahstan-uluchshil-pozicii-v-mirovom-rejtinge-po-urovnyu-prestupnosti,"6 февраля 2023, 12:52",#цифра
209,"Иранские СМИ сообщили о помиловании ""десятков тысяч"" заключённых",https://informburo.kz/novosti/iranskie-smi-soobshhili-o-pomilovanii-desyatkov-tysyac-zaklyucyonnyx,"6 февраля 2023, 12:47",#неонас
287,В Казахстане за сутки зарегистрировали 33 случая заражения коронавирусом,https://informburo.kz/novosti/v-kazaxstane-za-sutki-zaregistrirovali-33-slucaya-zarazeniya-koronavirusom,"6 февраля 2023, 08:44",#цифра
221,Казахстанские теннисисты уступили сборной Чили в квалификации Кубка Дэвиса,https://informburo.kz/novosti/kazahstanskie-tennisisty-ustupili-sbornoj-chili-v-kvalifikacii-kubka-devisa,"6 февраля 2023, 08:29",#кстати
2156,Что происходит в Украине. Главное к утру 6 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-k-utru-6-fevralya,"6 февраля 2023, 08:09",#неонас
496,"Искусственный интеллект помог подтвердить авторство драматурга ""золотого века"" Испании",https://informburo.kz/novosti/iskusstvennyi-intellekt-pomog-podtverdit-avtorstvo-dramaturga-zolotogo-veka-ispanii,"6 февраля 2023, 04:28",#кстати
1777,"""Барыс"" одержал сенсационную победу в Континентальной хоккейной лиге",https://informburo.kz/novosti/barys-oderzal-sensacionnuyu-pobedu-v-kontinentalnoi-xokkeinoi-lige,"5 февраля 2023, 23:30",#кстати
187,Казахстанские теннисисты проиграли парную встречу команде Чили в квалификационном раунде Кубка Дэвиса,https://informburo.kz/novosti/kazaxstanskie-tennisisty-proigrali-parnuyu-vstrecu-komande-cili-v-kvalifikacionnom-raunde-kubka-devisa,"5 февраля 2023, 22:30",#кстати
2685,Что происходит в Украине. Главное за день 5 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-za-den-5-fevralya,"5 февраля 2023, 21:50",#неонас
610,Прогноз погоды на 6 февраля: на западе Казахстана стало холоднее,https://informburo.kz/novosti/prognoz-pogody-na-6-fevralya-na-zapade-kazaxstana-stalo-xolodnee,"5 февраля 2023, 20:50",#назаметку
2675,Казахстанская дзюдоистка укусила соперницу,https://informburo.kz/novosti/kazaxstanskaya-dzyudoistka-ukusila-sopernicu,"5 февраля 2023, 19:50",#видео
467,В Павлодаре отремонтируют железнодорожный вокзал,https://informburo.kz/novosti/v-pavlodare-otremontiruyut-zeleznodoroznyi-vokzal,"5 февраля 2023, 19:30",#фото
684,"В Актау мошенница обещала людям вывести деньги из ЕНПФ, а ""вывела"" у них 22 млн тенге",https://informburo.kz/novosti/v-aktau-moshennica-obeshala-lyudyam-vyvesti-dengi-iz-enpf-a-vyvela-u-nih-22-mln-tenge,"5 февраля 2023, 18:39",#официально
22358,"Титул ""Миссис Вселенная"" впервые завоевала россиянка",https://informburo.kz/novosti/titul-missis-vselennaya-vpervye-zavoevala-rossiyanka,"5 февраля 2023, 17:43",#неонас
317,Как предотвращают паводки в регионах Казахстана,https://informburo.kz/novosti/kak-predotvrashhayut-pavodki-v-regionax-kazaxstana,"5 февраля 2023, 16:47",#видео
3537,Стоял на перекрёстке и погиб. Ночное ДТП в Уральске попало на видео,https://informburo.kz/novosti/stoyal-na-perekryostke-i-pogib-nochnoe-dtp-v-uralske-popalo-na-video,"5 февраля 2023, 15:49",#видео
196,Квалификация Кубка Дэвиса: во сколько начнутся игры с участием казахстанцев,https://informburo.kz/novosti/kvalifikaciya-kubka-devisa-vo-skolko-nachnutsya-igry-s-uchastiem-kazahstancev,"5 февраля 2023, 14:50",#анонс
24980,Сколько стоит рубль в обменниках Казахстана 5 февраля,https://informburo.kz/novosti/skolko-stoit-rubl-v-obmennikah-kazahstana-5-fevralya,"5 февраля 2023, 13:51",#назаметку
2952,Первый запуск в 2023 году с Байконура покажут в прямом эфире,https://informburo.kz/novosti/pervyi-zapusk-v-2023-godu-s-baikonura-pokazut-v-pryamom-efire,"5 февраля 2023, 13:02",#кстати
11169,"""Спасибо всем, я закончил"". Фёдор Емельяненко завершил спортивную карьеру, проиграв нокаутом",https://informburo.kz/novosti/spasibo-vsem-ya-zakoncil-fyodor-emelyanenko-zaversil-sportivnuyu-kareru-proigrav-nokautom,"5 февраля 2023, 12:17",#видео
11006,Минздрав улучшает работу службы скорой помощи в Казахстане,https://informburo.kz/novosti/minzdrav-uluchshaet-rabotu-sluzhby-skoroj-pomoshi-v-kazahstane,"5 февраля 2023, 11:26",#официально
555,Почти в три раза сократилось число заражений коронавирусом в Казахстане за сутки,https://informburo.kz/novosti/pochti-v-tri-raza-sokratilos-chislo-zarazhenij-koronavirusom-v-kazahstane-za-sutki,"5 февраля 2023, 10:47",#цифра
314,Амир Омарханов выиграл свой первый титул на турнире серии ITF Juniors,https://informburo.kz/novosti/amir-omarhanov-vyigral-svoj-pervyj-titul-na-turnire-serii-itf-juniors,"5 февраля 2023, 10:14",#кстати
7689,В Австралии 16-летняя девушка погибла после нападения акулы,https://informburo.kz/novosti/v-avstralii-16-letnyaya-devuska-pogibla-posle-napadeniya-akuly,"5 февраля 2023, 09:27",#неонас
2911,Неблагоприятные метеоусловия ожидаются в пяти городах Казахстана,https://informburo.kz/novosti/neblagopriyatnye-meteousloviya-ozhidayutsya-v-pyati-gorodah-kazahstana,"5 февраля 2023, 08:51",#назаметку
10942,Что происходит в Украине. Главное к утру 5 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-k-utru-5-fevralya,"5 февраля 2023, 08:27",#неонас
316,Бублик уступил во второй игре квалификации Кубка Дэвиса против Чили,https://informburo.kz/novosti/bublik-ustupil-vo-vtoroi-igre-kvalifikacii-kubka-devisa-protiv-cili,"5 февраля 2023, 07:41",#кстати
584,В Тель-Авиве 60 тысяч человек протестуют против реформы Нетаньяху,https://informburo.kz/novosti/v-tel-avive-60-tysyac-celovek-protestuyut-protiv-reformy-netanyaxu,"5 февраля 2023, 04:30",#неонас
1440,"Американские военные сбили китайский аэростат, который они считают разведывательным",https://informburo.kz/novosti/amerikanskie-voennye-sbili-kitaiskii-aerostat-kotoryi-oni-scitayut-razvedyvatelnym,"5 февраля 2023, 02:16",#видео
15092,Жительницу ЗКО задержали по подозрению в продаже своих детей,https://informburo.kz/novosti/zitelnicu-zko-zaderzali-po-podozreniyu-v-prodaze-svoix-detei,"5 февраля 2023, 00:39",#официально
291,Тимофей Скатов принёс Казахстану первую победу в квалификации Кубка Дэвиса,https://informburo.kz/novosti/timofei-skatov-prinyos-kazaxstanu-pervuyu-pobedu-v-kvalifikacii-kubka-devisa,"4 февраля 2023, 23:44",#кстати
1557,18-летняя жительница Канады выиграла 36 млн долларов в лотерее с первой попытки,https://informburo.kz/novosti/18-letnyaya-zitelnica-kanady-vyigrala-36-mln-dollarov-v-loteree-s-pervoi-popytki,"4 февраля 2023, 23:06",#неонас
355,Касым-Жомарт Токаев провёл телефонный разговор с президентом ОАЭ,https://informburo.kz/novosti/kasym-zomart-tokaev-provyol-telefonnyi-razgovor-s-prezidentom-oae,"4 февраля 2023, 22:00",#официально
458,Несколько участков трасс в Алматинской области закрыли из-за погодных условий,https://informburo.kz/novosti/neskolko-ucastkov-trass-v-almatinskoi-oblasti-zakryli-iz-za-pogodnyx-uslovii,"4 февраля 2023, 21:45",#назаметку
666,Прогноз погоды на 5 февраля: осадки ожидаются на большей части Казахстана,https://informburo.kz/novosti/prognoz-pogody-na-5-fevralya-osadki-ozidayutsya-na-bolsei-casti-kazaxstana,"4 февраля 2023, 21:00",#назаметку
7606,Что происходит в Украине. Главное за день 4 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-za-den-4-fevralya,"4 февраля 2023, 20:41",#неонас
162,Жителям Риддера вернут 63 млн тенге за недопоставленное тепло,https://informburo.kz/novosti/zitelyam-riddera-vernut-63-mln-tenge-za-nedopostavlennoe-teplo,"4 февраля 2023, 20:15",#цифра
268,В Жамбылской области из-за таяния снега приходится откачивать воду с улиц сёл,https://informburo.kz/novosti/v-zambylskoi-oblasti-iz-za-tayaniya-snega-prixoditsya-otkacivat-vodu-s-ulic-syol,"4 февраля 2023, 19:30",#фото
344,Шесть лошадей сбил пассажирский поезд в области Улытау,https://informburo.kz/novosti/shest-loshadej-sbil-passazhirskij-poezd-v-oblasti-ulytau,"4 февраля 2023, 18:44",#видео
258,Где можно посмотреть первые матчи Казахстана и Чили в квалификации Кубка Дэвиса,https://informburo.kz/novosti/gde-mozno-posmotret-pervye-matci-kazaxstana-i-cili-v-kvalifikacii-kubka-devisa,"4 февраля 2023, 17:57",#назаметку
1348,Солнечные панели и водосберегающие технологии установят фермеры Казахстана,https://informburo.kz/novosti/solnechnye-paneli-i-vodosberegayushie-tehnologii-ustanovyat-fermery-kazahstana,"4 февраля 2023, 17:13",#официально
182,Министр по ЧС Юрий Ильин провёл облёт в Туркестанской области: опасности паводка нет,https://informburo.kz/novosti/ministr-po-cs-yurii-ilin-provyol-oblyot-v-turkestanskoi-oblasti-opasnosti-pavodka-net,"4 февраля 2023, 16:23",#видео
453,Куантыров: Монополисты зачастую видят решение своих проблем только в повышении тарифов,https://informburo.kz/novosti/kuantyrov-monopolisty-zachastuyu-vidyat-reshenie-svoih-problem-tolko-v-povyshenii-tarifov,"4 февраля 2023, 15:43",#официально
2360,В Туркестанской области сократят посевные площади хлопчатника из-за проблем с экспортом,https://informburo.kz/novosti/v-turkestanskoj-oblasti-sokratyat-posevnye-ploshadi-hlopchatnika-iz-za-problem-s-eksportom,"4 февраля 2023, 14:35",#официально
8367,"Партия ""Ауыл"" назвала имена кандидатов в депутаты",https://informburo.kz/novosti/partiya-auyl-nazvala-imena-kandidatov-v-deputaty,"4 февраля 2023, 13:36",#официально
384,В Туркестанской области фармацевт продал 340 таблеток трамадола без рецепта за 30 тысяч тенге,https://informburo.kz/novosti/v-turkestanskoi-oblasti-farmacevt-prodal-340-tabletok-tramadola-bez-recepta-za-30-tysyac-tenge,"4 февраля 2023, 12:44",#кстати
12825,Поезд Тальго сообщением Петропавловск – Алматы загорелся в пути,https://informburo.kz/novosti/poezd-talgo-soobshheniem-petropavlovsk-almaty-zagorelsya-v-puti,"4 февраля 2023, 11:56",#официально
320,"МЧС предлагает привлекать к ответственности туристов, которых приходится искать спасателям",https://informburo.kz/novosti/mchs-predlagaet-privlekat-k-otvetstvennosti-turistov-kotoryh-prihoditsya-iskat-spasatelyam,"4 февраля 2023, 11:05",#официально
352,В Казахстане за сутки зарегистрировали 76 случаев заражения коронавирусом,https://informburo.kz/novosti/v-kazaxstane-za-sutki-zaregistrirovali-76-slucaev-zarazeniya-koronavirusom,"4 февраля 2023, 10:03",#цифра
358,Подтянись и выиграй три миллиона: гранд-финал республиканского турнира по подтягиванию Tartyl Fest пройдёт в Астане,https://informburo.kz/novosti/podtyanis-i-vyigrai-tri-milliona-grand-final-respublikanskogo-turnira-po-podtyagivaniyu-tartyl-fest-proidyot-v-astane,"4 февраля 2023, 09:21",#кстати
8907,Что происходит в Украине. Главное к утру 4 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-k-utru-4-fevralya,"4 февраля 2023, 08:34",#неонас
6450,Неблагоприятные метеоусловия наблюдаются в пяти городах Казахстана,https://informburo.kz/novosti/neblagopriyatnye-meteousloviya-nablyudayutsya-v-pyati-gorodax-kazaxstana,"4 февраля 2023, 08:02",#назаметку
8342,Работал поваром во Франции. Босса итальянской мафии поймали спустя 16 лет поисков,https://informburo.kz/novosti/rabotal-povarom-vo-francii-bossa-italyanskoi-mafii-poimali-spustya-16-let-poiskov,"4 февраля 2023, 04:30",#неонас
13316,Обманули на 6 млрд тенге. В Алматы осудили организаторов финансовой пирамиды,https://informburo.kz/novosti/obmanuli-na-6-mlrd-tenge-v-almaty-osudili-organizatorov-finansovoi-piramidy,"4 февраля 2023, 00:40",#цифра
360,Сборная Казахстана по теннису узнала ближайших соперников в Кубке Дэвиса,https://informburo.kz/novosti/sbornaya-kazaxstana-po-tennisu-uznala-blizaisix-sopernikov-v-kubke-devisa,"3 февраля 2023, 23:48",#назаметку
491,Власти США заметили разведывательный шар-шпион в небе,https://informburo.kz/novosti/vlasti-ssa-zametili-razvedyvatelnyi-sar-spion-v-nebe,"3 февраля 2023, 23:04",#неонас
274,Все здания судов Алматинской области проверили после писем о бомбах,https://informburo.kz/novosti/vse-zdaniya-sudov-almatinskoi-oblasti-proverili-posle-pisem-o-bombax,"3 февраля 2023, 22:16",#официально
674,Касым-Жомарт Токаев посетил выставку ремесленников в Таразе и купил камчу,https://informburo.kz/novosti/kasym-zomart-tokaev-posetil-vystavku-remeslennikov-v-taraze-i-kupil-kamcu,"3 февраля 2023, 21:16",#видео
550,Прогноз погоды на 4 февраля: штормовое предупреждение объявили в восьми областях Казахстана,https://informburo.kz/novosti/prognoz-pogody-na-4-fevralya-shtormovoe-preduprezhdenie-obuyavili-v-vosmi-oblastyah-kazahstana,"3 февраля 2023, 21:00",#назаметку
284,Сельскую поликлинику посетил Токаев в Жамбылской области,https://informburo.kz/novosti/selskuyu-polikliniku-posetil-tokaev-v-zambylskoi-oblasti,"3 февраля 2023, 20:44",#официально
1413,Что происходит в Украине. Главное за день 3 февраля,https://informburo.kz/novosti/cto-proisxodit-v-ukraine-glavnoe-za-den-3-fevralya,"3 февраля 2023, 20:25",#неонас
403,Легендарный модельер Пако Рабан ушёл из жизни в 88 лет,https://informburo.kz/novosti/legendarnyi-modeler-pako-raban-usyol-iz-zizni-v-88-let,"3 февраля 2023, 20:19",Написать автору
284,Эвакуированные из-за паводков жители Туркестанской области вернулись домой,https://informburo.kz/novosti/evakuirovannye-iz-za-pavodkov-ziteli-turkestanskoi-oblasti-vernulis-domoi,"3 февраля 2023, 19:55",#цифра
15845,"Строительство многоэтажки, против которого выступали жильцы соседних ЖК, приостановили в Астане",https://informburo.kz/novosti/stroitelstvo-mnogoetazki-protiv-kotorogo-vystupali-zilcy-sosednix-zk-priostanovili-v-astane,"3 февраля 2023, 19:27",#кстати
1095,Токаев подарил зернодробильный аппарат жителю села Костобе Жамбылской области,https://informburo.kz/novosti/tokaev-podaril-zernodrobilnyi-apparat-zitelyu-sela-kostobe-zambylskoi-oblasti,"3 февраля 2023, 19:08",#официально
496,Президент: Государство выделит 1 трлн тенге на развитие сельхозкооперации,https://informburo.kz/novosti/prezident-gosudarstvo-vydelit-1-trln-tenge-na-razvitie-selxozkooperacii,"3 февраля 2023, 18:31",#официально
1399,В Казахстане снизилась смертность от рака. Продолжится ли позитивная тенденция и от чего это зависит,https://informburo.kz/novosti/v-kazaxstane-snizilas-smertnost-ot-raka-prodolzitsya-li-pozitivnaya-tendenciya-i-ot-cego-eto-zavisit,"3 февраля 2023, 18:23",#важно
1043,Китайский автоцентр случайно занизил цену нового Porsche в восемь раз и спровоцировал скандал,https://informburo.kz/novosti/kitaiskii-avtocentr-slucaino-zanizil-cenu-novogo-porsche-v-vosem-raz-i-sprovociroval-skandal,"3 февраля 2023, 18:05",#неонас
1530,Ущерб на 159 млн тенге: двух экс-чиновников арестовали в Таразе за земельные злоупотребления,https://informburo.kz/novosti/ushherb-na-159-mln-tenge-dvux-eks-cinovnikov-arestovali-v-taraze-za-zemelnye-zloupotrebleniya,"3 февраля 2023, 17:52",#цифра
9763,Автобусы из Алматы в Каскелен начнут ходить с 10 февраля,https://informburo.kz/novosti/avtobusy-iz-almaty-v-kaskelen-nacnut-xodit-s-10-fevralya,"3 февраля 2023, 17:33",#назаметку
14916,Журналиста Махамбета Абжана приговорили к девяти годам лишения свободы,https://informburo.kz/novosti/zurnalista-maxambeta-abzana-prigovorili-k-devyati-godam-liseniya-svobody,"3 февраля 2023, 17:07",#официально
324,Нацбанк установил официальный курс рубля в Казахстане на 4-6 февраля,https://informburo.kz/novosti/nacbank-ustanovil-oficialnyj-kurs-rublya-v-kazahstane-na-4-6-fevralya,"3 февраля 2023, 17:03",#назаметку
37014,Сагинтаев оценил вероятность введения единой валюты в ЕАЭС,https://informburo.kz/novosti/sagintaev-ocenil-veroyatnost-vvedeniya-edinoi-valyuty-v-eaes,"3 февраля 2023, 16:47",#прямаяречь
456,Смаилов предложил странам ЕАЭС совместно производить продукты питания и ускорить движение товаров внутри союза,https://informburo.kz/novosti/smailov-predlozhil-stranam-eaes-sovmestno-proizvodit-produkty-pitaniya-i-uskorit-dvizhenie-tovarov-vnutri-soyuza,"3 февраля 2023, 16:31",#официально
491,"""Наступает время нового поколения"". Токаев встретился со студентами в Таразе",https://informburo.kz/novosti/nastupaet-vremya-novogo-pokoleniya-tokaev-vstretilsya-so-studentami-v-taraze,"3 февраля 2023, 16:10",#фото
8925,"Почему банки не принимают заявки по ипотечной программе ""7-20-25""",https://informburo.kz/novosti/pocemu-banki-ne-prinimayut-zayavki-po-ipotecnoi-programme-7-20-25,"3 февраля 2023, 16:03",#назаметку
314,Тенге укрепился к доллару на биржевых торгах перед выходными,https://informburo.kz/novosti/tenge-ukrepilsya-k-dollaru-na-birzhevyh-torgah-pered-vyhodnymi,"3 февраля 2023, 15:35",#назаметку
444,Касым-Жомарт Токаев встретился с интеллигенцией Жамбылской области,https://informburo.kz/novosti/kasym-zomart-tokaev-vstretilsya-s-intelligenciei-zambylskoi-oblasti,"3 февраля 2023, 15:07",#фото
187,Глава МЧС: В Арыси затопило только один дом,https://informburo.kz/novosti/glava-mcs-v-arysi-zatopilo-tolko-odin-dom,"3 февраля 2023, 14:52",#официально
421,Поток владельцев иностранных авто в спецЦОНах Алматы увеличился,https://informburo.kz/novosti/potok-vladelcev-inostrannyx-avto-v-specconax-almaty-uvelicilsya,"3 февраля 2023, 14:25",#официально
784,Первый заместитель гендиректора АНПЗ лишился должности после очередного сбоя в работе завода,https://informburo.kz/novosti/pervyi-zamestitel-gendirektora-anpz-lisilsya-dolznosti-posle-ocerednogo-sboya-v-rabote-zavoda,"3 февраля 2023, 14:20",#официально
7300,Весна в Алматы наступит рано – Казгидромет,https://informburo.kz/novosti/vesna-v-almaty-nastupit-rano-kazgidromet,"3 февраля 2023, 14:15",#назаметку
362,В Beeline Казахстан рассказали о самых популярных сериалах и исполнителях 2022 года,https://informburo.kz/novosti/v-beeline-kazaxstan-rasskazali-o-samyx-populyarnyx-serialax-i-ispolnitelyax-2022-goda,"3 февраля 2023, 13:43",#кстати
2082,"Партия ""Байтак"" выдвинула кандидатов на выборы в мажилис",https://informburo.kz/novosti/partiya-baitak-vydvinula-kandidatov-na-vybory-v-mazilis,"3 февраля 2023, 13:16",#официально
